"x","y","n","distinct sides","Elapsed Time (ms)"
1792,7040,100,198,11036
1792,7168,100,197,12186
1792,7296,100,197,12186
1792,7424,100,196,13137
1792,7552,100,190,12884
1792,7680,100,194,13874
1792,7808,100,194,13740
1792,7936,100,194,14289
1792,8064,100,194,14524
1792,8192,100,196,14967
1920,128,100,166,130
1920,256,100,173,267
1920,384,100,178,417
1920,512,100,181,569
1920,640,100,185,706
1920,768,100,180,863
1920,896,100,178,955
1920,1024,100,186,1126
1920,1152,100,192,1344
1920,1280,100,185,1364
1920,1408,100,193,1424
1920,1536,100,189,1337
1920,1664,100,189,1510
1920,1792,100,195,1467
1920,1920,100,190,1315
1920,2048,100,192,1572
1920,2176,100,189,1806
1920,2304,100,193,2091
1920,2432,100,188,2335
1920,2560,100,192,2460
1920,2688,100,194,2855
1920,2816,100,192,3280
1920,2944,100,195,3444
1920,3072,100,195,3766
1920,3200,100,193,3917
1920,3328,100,194,4163
1920,3456,100,188,4693
1920,3584,100,195,5077
1920,3712,100,193,5200
1920,3840,100,197,5326
1920,3968,100,192,6011
1920,4096,100,197,6247
1920,4224,100,195,6559
1920,4352,100,198,6601
1920,4480,100,197,6919
1920,4608,100,196,7188
1920,4736,100,193,7956
1920,4864,100,195,7994
1920,4992,100,195,8355
1920,5120,100,194,8552
1920,5248,100,193,9237
1920,5376,100,192,9197
1920,5504,100,194,9561
1920,5632,100,197,9338
1920,5760,100,196,10230
1920,5888,100,194,9988
1920,6016,100,192,10741
1920,6144,100,193,11088
1920,6272,100,198,11101
1920,6400,100,198,11925
1920,6528,100,198,11448
1920,6656,100,195,12176
1920,6784,100,194,12987
1920,6912,100,196,12938
1920,7040,100,193,13112
1920,7168,100,194,13488
1920,7296,100,199,14423
1920,7424,100,197,13685
1920,7552,100,192,14367
1920,7680,100,193,14464
1920,7808,100,195,14789
1920,7936,100,192,15332
1920,8064,100,195,13550
1920,8192,100,192,16212
2048,128,100,166,139
2048,256,100,176,296
2048,384,100,178,443
2048,512,100,179,579
2048,640,100,190,819
2048,768,100,194,999
2048,896,100,189,1196
2048,1024,100,190,1335
2048,1152,100,188,1427
2048,1280,100,192,1538
2048,1408,100,193,1597
2048,1536,100,195,1663
2048,1664,100,192,1663
2048,1792,100,194,1612
2048,1920,100,191,1709
2048,2048,100,190,1471
2048,2176,100,187,1774
2048,2304,100,194,2165
2048,2432,100,194,2290
2048,2560,100,190,2684
2048,2688,100,190,2939
2048,2816,100,192,3340
2048,2944,100,195,3596
2048,3072,100,185,3995
2048,3200,100,196,4378
2048,3328,100,197,4708
2048,3456,100,189,4955
2048,3584,100,196,5306
2048,3712,100,195,5566
2048,3840,100,195,5941
2048,3968,100,195,6238
2048,4096,100,195,6557
2048,4224,100,193,6665
2048,4352,100,194,6971
2048,4480,100,195,7920
2048,4608,100,192,7371
2048,4736,100,193,8231
2048,4864,100,193,8485
2048,4992,100,198,8456
2048,5120,100,195,9139
2048,5248,100,196,9767
2048,5376,100,195,9998
2048,5504,100,193,9754
2048,5632,100,191,9917
2048,5760,100,194,11144
2048,5888,100,193,11167
2048,6016,100,194,11002
2048,6144,100,193,10534
2048,6272,100,194,12742
2048,6400,100,196,12239
2048,6528,100,194,12320
2048,6656,100,197,13341
2048,6784,100,198,13149
2048,6912,100,193,13304
2048,7040,100,197,13565
2048,7168,100,197,14815
2048,7296,100,195,14891
2048,7424,100,193,15463
2048,7552,100,193,15925
2048,7680,100,192,15296
2048,7808,100,196,15552
2048,7936,100,194,16191
2048,8064,100,193,16791
2048,8192,100,199,17191
2176,128,100,167,142
2176,256,100,175,315
2176,384,100,181,453
2176,512,100,183,636
2176,640,100,189,794
2176,768,100,191,1068
2176,896,100,192,1293
2176,1024,100,189,1417
2176,1152,100,187,1603
2176,1280,100,193,1722
2176,1408,100,190,1891
2176,1536,100,192,2000
2176,1664,100,187,1853
2176,1792,100,192,1971
2176,1920,100,192,2003
2176,2048,100,188,1767
2176,2176,100,190,1693
2176,2304,100,194,2059
2176,2432,100,190,2266
2176,2560,100,194,2660
2176,2688,100,198,2981
2176,2816,100,192,3577
2176,2944,100,193,3545
2176,3072,100,194,4290
2176,3200,100,195,4256
2176,3328,100,195,4532
2176,3456,100,194,5063
2176,3584,100,192,5358
2176,3712,100,195,6010
2176,3840,100,190,6245
2176,3968,100,198,6620
2176,4096,100,193,6833
2176,4224,100,197,7330
2176,4352,100,197,7832
2176,4480,100,194,7590
2176,4608,100,195,8513
2176,4736,100,196,8586
2176,4864,100,199,9043
2176,4992,100,199,9450
2176,5120,100,195,9601
2176,5248,100,197,10304
2176,5376,100,189,10179
2176,5504,100,195,9986
2176,5632,100,196,11221
2176,5760,100,196,11077
2176,5888,100,194,11020
2176,6016,100,195,12394
2176,6144,100,195,12282
2176,6272,100,194,13130
2176,6400,100,191,12641
2176,6528,100,197,13733
2176,6656,100,194,14388
2176,6784,100,196,14313
2176,6912,100,192,14324
2176,7040,100,194,15122
2176,7168,100,198,16526
2176,7296,100,193,15632
2176,7424,100,198,16814
2176,7552,100,194,16551
2176,7680,100,198,17489
2176,7808,100,195,15968
2176,7936,100,196,17052
2176,8064,100,198,17731
2176,8192,100,193,18743
2304,128,100,172,165
2304,256,100,187,350
2304,384,100,181,497
2304,512,100,185,706
2304,640,100,182,950
2304,768,100,189,1075
2304,896,100,193,1395
2304,1024,100,188,1528
2304,1152,100,190,1793
2304,1280,100,188,1920
2304,1408,100,193,2151
2304,1536,100,192,1803
2304,1664,100,195,2318
2304,1792,100,184,2205
2304,1920,100,191,2288
2304,2048,100,189,2326
2304,2176,100,189,2177
2304,2304,100,195,2103
2304,2432,100,191,2368
2304,2560,100,193,2820
2304,2688,100,192,3138
2304,2816,100,192,3373
2304,2944,100,188,3692
2304,3072,100,190,4241
2304,3200,100,191,4551
2304,3328,100,195,5206
2304,3456,100,197,5443
2304,3584,100,196,5892
2304,3712,100,195,6111
2304,3840,100,195,6467
2304,3968,100,195,6794
2304,4096,100,195,7350
2304,4224,100,195,7559
2304,4352,100,193,7310
2304,4480,100,195,8522
2304,4608,100,196,9304
2304,4736,100,196,8756
2304,4864,100,197,9769
2304,4992,100,195,9851
2304,5120,100,194,10573
2304,5248,100,199,10779
2304,5376,100,196,11559
2304,5504,100,192,11981
2304,5632,100,197,11860
2304,5760,100,193,12205
2304,5888,100,194,12577
2304,6016,100,195,12930
2304,6144,100,191,13019
2304,6272,100,195,12752
2304,6400,100,195,14507
2304,6528,100,197,15269
2304,6656,100,196,13989
2304,6784,100,197,15807
2304,6912,100,199,14980
2304,7040,100,197,14963
2304,7168,100,198,17008
2304,7296,100,195,15753
2304,7424,100,198,17339
2304,7552,100,196,18031
2304,7680,100,192,16575
2304,7808,100,194,17843
2304,7936,100,197,18406
2304,8064,100,198,19613
2304,8192,100,194,20129
2432,128,100,168,164
2432,256,100,181,356
2432,384,100,181,541
2432,512,100,187,780
2432,640,100,186,979
2432,768,100,182,1207
2432,896,100,192,1466
2432,1024,100,192,1757
2432,1152,100,192,2011
2432,1280,100,188,2154
2432,1408,100,192,2268
2432,1536,100,192,2379
2432,1664,100,193,2454
2432,1792,100,189,2598
2432,1920,100,191,2611
2432,2048,100,193,2530
2432,2176,100,195,2581
2432,2304,100,194,2303
2432,2432,100,194,2263
2432,2560,100,189,2588
2432,2688,100,193,3192
2432,2816,100,192,3402
2432,2944,100,194,4045
2432,3072,100,192,4417
2432,3200,100,195,4870
2432,3328,100,196,5265
2432,3456,100,197,5573
2432,3584,100,197,6001
2432,3712,100,196,6268
2432,3840,100,195,6838
2432,3968,100,194,6677
2432,4096,100,198,7467
2432,4224,100,196,8196
2432,4352,100,195,8280
2432,4480,100,194,8810
2432,4608,100,196,9365
2432,4736,100,196,9933
2432,4864,100,195,10571
2432,4992,100,195,10719
2432,5120,100,198,10385
2432,5248,100,196,11434
2432,5376,100,198,12616
2432,5504,100,193,12222
2432,5632,100,196,12804
2432,5760,100,199,12866
2432,5888,100,196,12985
2432,6016,100,195,14091
2432,6144,100,192,13665
2432,6272,100,196,14980
2432,6400,100,198,15029
2432,6528,100,194,16122
2432,6656,100,197,16652
2432,6784,100,193,15969
2432,6912,100,195,15676
2432,7040,100,193,16072
2432,7168,100,198,17939
2432,7296,100,195,17392
2432,7424,100,197,19298
2432,7552,100,195,18327
2432,7680,100,194,18759
2432,7808,100,198,20690
2432,7936,100,197,19096
2432,8064,100,197,21639
2432,8192,100,194,21760
2560,128,100,162,160
2560,256,100,176,387
2560,384,100,179,569
2560,512,100,182,863
2560,640,100,191,1089
2560,768,100,193,1410
2560,896,100,186,1627
2560,1024,100,194,1943
2560,1152,100,192,2065
2560,1280,100,192,2412
2560,1408,100,192,2528
2560,1536,100,194,2595
2560,1664,100,193,2825
2560,1792,100,187,2793
2560,1920,100,190,2989
2560,2048,100,191,2968
2560,2176,100,193,2690
2560,2304,100,193,2745
2560,2432,100,194,2925
2560,2560,100,192,2679
2560,2688,100,188,3045
2560,2816,100,188,3399
2560,2944,100,196,3628
2560,3072,100,193,4297
2560,3200,100,194,4824
2560,3328,100,195,5410
2560,3456,100,191,5488
2560,3584,100,192,5470
2560,3712,100,196,6572
2560,3840,100,194,6730
2560,3968,100,193,7650
2560,4096,100,188,7938
2560,4224,100,192,8817
2560,4352,100,195,8586
2560,4480,100,193,9340
2560,4608,100,193,8559
2560,4736,100,192,10325
2560,4864,100,197,10595
2560,4992,100,188,10907
2560,5120,100,199,11326
2560,5248,100,197,12188
2560,5376,100,192,12015
2560,5504,100,198,13231
2560,5632,100,198,12927
2560,5760,100,197,14199
2560,5888,100,192,13951
2560,6016,100,196,14863
2560,6144,100,195,14400
2560,6272,100,195,14800
2560,6400,100,195,16698
2560,6528,100,199,17398
2560,6656,100,193,16020
2560,6784,100,197,17716
2560,6912,100,197,16707
2560,7040,100,194,16853
2560,7168,100,199,19194
2560,7296,100,195,19493
2560,7424,100,199,18981
2560,7552,100,195,17313
2560,7680,100,196,19903
2560,7808,100,198,20366
2560,7936,100,196,20868
2560,8064,100,195,21733
2560,8192,100,194,22448
2688,128,100,170,189
2688,256,100,185,410
2688,384,100,186,623
2688,512,100,185,859
2688,640,100,189,1140
2688,768,100,190,1456
2688,896,100,189,1741
2688,1024,100,195,1978
2688,1152,100,187,2281
2688,1280,100,196,2615
2688,1408,100,196,2795
2688,1536,100,191,3020
2688,1664,100,190,3018
2688,1792,100,192,3185
2688,1920,100,192,3278
2688,2048,100,194,3313
2688,2176,100,192,2992
2688,2304,100,190,3179
2688,2432,100,191,3151
2688,2560,100,196,3182
2688,2688,100,195,3154
2688,2816,100,189,3423
2688,2944,100,192,3809
2688,3072,100,194,4391
2688,3200,100,196,4600
2688,3328,100,195,5367
2688,3456,100,194,5596
2688,3584,100,193,6088
2688,3712,100,196,6566
2688,3840,100,194,7229
2688,3968,100,191,6879
2688,4096,100,198,8591
2688,4224,100,194,8792
2688,4352,100,196,9053
2688,4480,100,196,9719
2688,4608,100,196,10223
2688,4736,100,196,10932
2688,4864,100,194,11033
2688,4992,100,194,11741
2688,5120,100,200,12467
2688,5248,100,193,12660
2688,5376,100,193,12923
2688,5504,100,196,13825
2688,5632,100,197,14551
2688,5760,100,199,14557
2688,5888,100,199,15149
2688,6016,100,197,15811
2688,6144,100,197,15628
2688,6272,100,197,16601
2688,6400,100,197,16987
2688,6528,100,193,16536
2688,6656,100,195,17928
2688,6784,100,198,17271
2688,6912,100,199,19665
2688,7040,100,193,17263
2688,7168,100,198,20518
2688,7296,100,195,20161
2688,7424,100,197,21155
2688,7552,100,195,20744
2688,7680,100,191,22223
2688,7808,100,197,23154
2688,7936,100,194,22686
2688,8064,100,197,21523
2688,8192,100,198,24786
2816,128,100,170,189
2816,256,100,178,409
2816,384,100,181,646
2816,512,100,186,920
2816,640,100,191,1270
2816,768,100,184,1552
2816,896,100,188,1887
2816,1024,100,188,2052
2816,1152,100,194,2584
2816,1280,100,191,2833
2816,1408,100,191,3078
2816,1536,100,194,3142
2816,1664,100,187,3121
2816,1792,100,188,3373
2816,1920,100,189,3661
2816,2048,100,194,3681
2816,2176,100,197,3660
2816,2304,100,193,3590
2816,2432,100,194,3613
2816,2560,100,194,3619
2816,2688,100,195,3690
2816,2816,100,190,3488
2816,2944,100,197,4073
2816,3072,100,186,4305
2816,3200,100,193,4915
2816,3328,100,194,4765
2816,3456,100,198,6102
2816,3584,100,193,6568
2816,3712,100,194,6993
2816,3840,100,194,6932
2816,3968,100,195,8041
2816,4096,100,195,8097
2816,4224,100,197,9116
2816,4352,100,193,9663
2816,4480,100,195,10413
2816,4608,100,197,10606
2816,4736,100,194,10901
2816,4864,100,195,11598
2816,4992,100,196,12504
2816,5120,100,197,12560
2816,5248,100,195,13154
2816,5376,100,195,12689
2816,5504,100,197,14164
2816,5632,100,195,14700
2816,5760,100,194,15558
2816,5888,100,199,15422
2816,6016,100,195,15737
2816,6144,100,197,16970
2816,6272,100,196,17371
2816,6400,100,197,17650
2816,6528,100,199,18514
2816,6656,100,196,16888
2816,6784,100,196,19722
2816,6912,100,197,19342
2816,7040,100,195,20282
2816,7168,100,197,21284
2816,7296,100,194,21687
2816,7424,100,195,21685
2816,7552,100,195,21307
2816,7680,100,196,22158
2816,7808,100,197,23887
2816,7936,100,194,22926
2816,8064,100,197,23826
2816,8192,100,196,24742
2944,128,100,165,196
2944,256,100,179,437
2944,384,100,187,696
2944,512,100,186,1027
2944,640,100,187,1360
2944,768,100,189,1676
2944,896,100,192,2059
2944,1024,100,190,2433
2944,1152,100,194,2687
2944,1280,100,187,3006
2944,1408,100,192,3402
2944,1536,100,189,3548
2944,1664,100,192,3586
2944,1792,100,188,3870
2944,1920,100,191,3695
2944,2048,100,193,4071
2944,2176,100,193,4203
2944,2304,100,193,4122
2944,2432,100,191,4289
2944,2560,100,194,4205
2944,2688,100,194,3888
2944,2816,100,195,4257
2944,2944,100,189,3763
2944,3072,100,192,4054
2944,3200,100,195,5051
2944,3328,100,197,5281
2944,3456,100,196,5864
2944,3584,100,192,6676
2944,3712,100,197,7049
2944,3840,100,196,7560
2944,3968,100,197,8493
2944,4096,100,195,8848
2944,4224,100,196,9285
2944,4352,100,198,9692
2944,4480,100,193,10838
2944,4608,100,195,11267
2944,4736,100,198,12452
2944,4864,100,196,11673
2944,4992,100,198,13553
2944,5120,100,195,13276
2944,5248,100,198,13332
2944,5376,100,197,15113
2944,5504,100,195,15119
2944,5632,100,197,15413
2944,5760,100,194,15280
2944,5888,100,198,16006
2944,6016,100,197,16897
2944,6144,100,196,18039
2944,6272,100,200,16342
2944,6400,100,199,14924
2944,6528,100,191,18963
2944,6656,100,194,19589
2944,6784,100,193,19517
2944,6912,100,188,17761
2944,7040,100,198,21988
2944,7168,100,194,21413
2944,7296,100,195,21514
2944,7424,100,195,22568
2944,7552,100,195,23649
2944,7680,100,195,25266
2944,7808,100,192,24948
2944,7936,100,197,24304
2944,8064,100,196,25456
2944,8192,100,197,26004
3072,128,100,160,194
3072,256,100,174,457
3072,384,100,179,713
3072,512,100,181,1033
3072,640,100,185,1439
3072,768,100,191,1827
3072,896,100,191,2088
3072,1024,100,187,2615
3072,1152,100,189,2964
3072,1280,100,191,3312
3072,1408,100,195,3562
3072,1536,100,190,3775
3072,1664,100,193,3993
3072,1792,100,194,4055
3072,1920,100,195,4490
3072,2048,100,190,4413
3072,2176,100,194,4748
3072,2304,100,195,4766
3072,2432,100,196,4861
3072,2560,100,200,4836
3072,2688,100,195,4663
3072,2816,100,197,4856
3072,2944,100,191,4498
3072,3072,100,197,4483
3072,3200,100,193,4443
3072,3328,100,194,5100
3072,3456,100,191,6104
3072,3584,100,194,5972
3072,3712,100,198,7245
3072,3840,100,196,7252
3072,3968,100,196,8431
3072,4096,100,193,8733
3072,4224,100,197,9733
3072,4352,100,194,9374
3072,4480,100,198,10780
3072,4608,100,195,10789
3072,4736,100,195,12509
3072,4864,100,195,12731
3072,4992,100,195,12718
3072,5120,100,196,11755
3072,5248,100,196,14756
3072,5376,100,195,14549
3072,5504,100,197,14716
3072,5632,100,197,15372
3072,5760,100,195,16969
3072,5888,100,196,16486
3072,6016,100,192,18035
3072,6144,100,193,17272
3072,6272,100,192,19281
3072,6400,100,197,20003
3072,6528,100,191,18158
3072,6656,100,197,20400
3072,6784,100,197,20339
3072,6912,100,197,22753
3072,7040,100,197,22255
3072,7168,100,196,23267
3072,7296,100,196,24530
3072,7424,100,195,24019
3072,7552,100,198,23440
3072,7680,100,193,25400
3072,7808,100,197,24026
3072,7936,100,198,27220
3072,8064,100,197,27612
3072,8192,100,198,28490
3200,128,100,168,217
3200,256,100,178,489
3200,384,100,180,784
3200,512,100,181,1087
3200,640,100,191,1383
3200,768,100,187,1896
3200,896,100,185,2345
3200,1024,100,191,2671
3200,1152,100,190,3098
3200,1280,100,194,3505
3200,1408,100,194,3898
3200,1536,100,193,4087
3200,1664,100,195,4370
3200,1792,100,195,4659
3200,1920,100,189,4639
3200,2048,100,190,4788
3200,2176,100,193,5262
3200,2304,100,196,4524
3200,2432,100,195,5274
3200,2560,100,194,5526
3200,2688,100,196,5332
3200,2816,100,195,5278
3200,2944,100,190,5179
3200,3072,100,194,4854
3200,3200,100,196,4930
3200,3328,100,189,5124
3200,3456,100,189,5670
3200,3584,100,194,6763
3200,3712,100,192,7526
3200,3840,100,195,8388
3200,3968,100,194,8942
3200,4096,100,196,9599
3200,4224,100,199,10219
3200,4352,100,194,10170
3200,4480,100,197,11294
3200,4608,100,196,11365
3200,4736,100,190,12209
3200,4864,100,196,13167
3200,4992,100,198,14016
3200,5120,100,194,14557
3200,5248,100,197,15036
3200,5376,100,196,15399
3200,5504,100,196,15696
3200,5632,100,195,17342
3200,5760,100,197,17325
3200,5888,100,196,16932
3200,6016,100,194,19060
3200,6144,100,197,18918
3200,6272,100,193,18700
3200,6400,100,197,19716
3200,6528,100,196,21106
3200,6656,100,200,21063
3200,6784,100,198,22770
3200,6912,100,194,22860
3200,7040,100,193,25044
3200,7168,100,196,28394
3200,7296,100,196,25529
3200,7424,100,198,23728
3200,7552,100,192,24295
3200,7680,100,194,26076
3200,7808,100,194,27171
3200,7936,100,194,26611
3200,8064,100,195,28110
3200,8192,100,198,31861
3328,128,100,165,233
3328,256,100,176,520
3328,384,100,181,815
3328,512,100,190,1255
3328,640,100,189,1654
3328,768,100,191,2072
3328,896,100,194,2406
3328,1024,100,192,2846
3328,1152,100,194,3413
3328,1280,100,190,4105
3328,1408,100,187,4289
3328,1536,100,191,4560
3328,1664,100,194,4702
3328,1792,100,187,5132
3328,1920,100,193,5851
3328,2048,100,191,5974
3328,2176,100,195,5861
3328,2304,100,196,5836
3328,2432,100,192,5817
3328,2560,100,191,5836
3328,2688,100,197,6304
3328,2816,100,192,6368
3328,2944,100,192,6079
3328,3072,100,198,5134
3328,3200,100,196,5384
3328,3328,100,194,5700
3328,3456,100,193,6154
3328,3584,100,190,8206
3328,3712,100,195,9082
3328,3840,100,198,10159
3328,3968,100,194,10709
3328,4096,100,198,11136
3328,4224,100,195,11164
3328,4352,100,193,12419
3328,4480,100,192,13382
3328,4608,100,193,13772
3328,4736,100,198,15230
3328,4864,100,194,15776
3328,4992,100,193,17442
3328,5120,100,195,17339
3328,5248,100,197,17676
3328,5376,100,195,17616
3328,5504,100,197,19925
3328,5632,100,197,20552
3328,5760,100,198,20195
3328,5888,100,197,21620
128,128,50,67,2
128,256,50,79,7
128,384,50,84,13
128,512,50,86,19
128,640,50,84,22
128,768,50,88,29
128,896,50,87,32
128,1024,50,88,41
128,1152,50,88,43
128,1280,50,91,51
128,1408,50,91,53
128,1536,50,91,66
128,1664,50,91,68
128,1792,50,91,76
128,1920,50,87,73
128,2048,50,93,82
128,2176,50,92,99
128,2304,50,92,95
128,2432,50,91,99
128,2560,50,92,105
128,2688,50,92,116
128,2816,50,93,119
128,2944,50,93,121
128,3072,50,88,137
128,3200,50,90,127
128,3328,50,90,127
128,3456,50,90,133
128,3584,50,87,143
128,3712,50,91,176
128,3840,50,91,205
128,3968,50,91,204
128,4096,50,91,205
128,4224,50,85,195
128,4352,50,87,195
128,4480,50,87,210
128,4608,50,90,177
128,4736,50,91,225
128,4864,50,91,189
128,4992,50,91,188
128,5120,50,95,233
128,5248,50,94,237
128,5376,50,94,252
128,5504,50,88,237
128,5632,50,87,261
128,5760,50,87,265
128,5888,50,91,295
128,6016,50,91,284
128,6144,50,94,319
128,6272,50,93,327
128,6400,50,92,289
128,6528,50,91,305
128,6656,50,89,322
128,6784,50,90,335
128,6912,50,90,341
128,7040,50,91,333
128,7168,50,91,339
128,7296,50,91,338
128,7424,50,91,350
128,7552,50,88,353
128,7680,50,89,378
128,7808,50,89,385
128,7936,50,90,377
128,8064,50,89,391
128,8192,50,92,431
256,128,50,79,7
256,256,50,85,9
256,384,50,83,21
256,512,50,89,34
256,640,50,89,43
256,768,50,89,54
256,896,50,91,64
256,1024,50,92,75
256,1152,50,93,91
256,1280,50,94,102
256,1408,50,91,110
256,1536,50,93,128
256,1664,50,94,132
256,1792,50,93,148
256,1920,50,94,157
256,2048,50,94,166
256,2176,50,93,186
256,2304,50,96,198
256,2432,50,93,202
256,2560,50,98,224
256,2688,50,96,231
256,2816,50,95,241
256,2944,50,96,262
256,3072,50,95,268
256,3200,50,96,269
256,3328,50,96,285
256,3456,50,97,297
256,3584,50,98,352
256,3712,50,97,366
256,3840,50,97,362
256,3968,50,97,402
256,4096,50,94,391
256,4224,50,97,440
256,4352,50,94,405
256,4480,50,96,451
256,4608,50,95,448
256,4736,50,96,480
256,4864,50,97,492
256,4992,50,97,545
256,5120,50,92,552
256,5248,50,92,514
256,5376,50,92,547
256,5504,50,92,581
256,5632,50,95,594
256,5760,50,94,617
256,5888,50,97,679
256,6016,50,95,662
256,6144,50,92,669
256,6272,50,91,676
256,6400,50,94,701
256,6528,50,94,706
256,6656,50,98,697
256,6784,50,97,747
256,6912,50,92,764
256,7040,50,96,796
256,7168,50,98,927
256,7296,50,99,824
256,7424,50,95,811
256,7552,50,95,889
256,7680,50,94,885
256,7808,50,95,907
256,7936,50,91,815
256,8064,50,96,982
256,8192,50,93,988
384,128,50,80,12
384,256,50,88,20
384,384,50,91,23
384,512,50,94,41
384,640,50,92,59
384,768,50,95,77
384,896,50,95,85
384,1024,50,96,98
384,1152,50,96,144
384,1280,50,97,148
384,1408,50,95,166
384,1536,50,95,163
384,1664,50,94,186
384,1792,50,95,242
384,1920,50,97,327
384,2048,50,95,282
384,2176,50,95,306
384,2304,50,97,299
384,2432,50,98,352
384,2560,50,98,400
384,2688,50,95,397
384,2816,50,96,433
384,2944,50,98,435
384,3072,50,98,527
384,3200,50,98,431
384,3328,50,98,462
384,3456,50,95,531
384,3584,50,96,571
384,3712,50,96,574
384,3840,50,96,604
384,3968,50,97,614
384,4096,50,96,681
384,4224,50,98,726
384,4352,50,98,752
384,4480,50,96,799
384,4608,50,97,771
384,4736,50,98,778
384,4864,50,95,804
384,4992,50,98,867
384,5120,50,99,920
384,5248,50,97,918
384,5376,50,96,938
384,5504,50,96,961
384,5632,50,98,1132
384,5760,50,93,945
384,5888,50,98,1066
384,6016,50,98,1107
384,6144,50,97,1068
384,6272,50,99,1159
384,6400,50,94,1138
384,6528,50,99,1354
384,6656,50,98,1242
384,6784,50,96,1258
384,6912,50,97,1284
384,7040,50,94,1288
384,7168,50,95,1400
384,7296,50,96,1342
384,7424,50,97,1394
384,7552,50,95,1432
384,7680,50,95,1484
384,7808,50,96,1554
384,7936,50,92,1346
384,8064,50,99,1651
384,8192,50,95,1571
512,128,50,88,17
512,256,50,90,36
512,384,50,88,38
512,512,50,92,41
512,640,50,92,69
512,768,50,90,75
512,896,50,93,111
512,1024,50,96,153
512,1152,50,92,140
512,1280,50,96,197
512,1408,50,97,187
512,1536,50,97,244
512,1664,50,98,249
512,1792,50,96,294
512,1920,50,95,345
512,2048,50,97,337
512,2176,50,97,400
512,2304,50,97,426
512,2432,50,96,428
512,2560,50,94,450
512,2688,50,98,536
512,2816,50,98,578
512,2944,50,96,634
512,3072,50,95,641
512,3200,50,93,652
512,3328,50,96,716
512,3456,50,95,756
512,3584,50,96,751
512,3712,50,96,746
512,3840,50,95,777
512,3968,50,99,880
512,4096,50,94,917
512,4224,50,98,913
512,4352,50,97,1019
512,4480,50,97,1000
512,4608,50,96,1003
512,4736,50,97,1145
512,4864,50,95,946
512,4992,50,98,1170
512,5120,50,98,1237
512,5248,50,97,1225
512,5376,50,96,1281
512,5504,50,96,1230
512,5632,50,97,1247
512,5760,50,99,1479
512,5888,50,97,1261
512,6016,50,99,1551
512,6144,50,97,1431
512,6272,50,97,1625
512,6400,50,96,1714
512,6528,50,98,1878
512,6656,50,94,1567
512,6784,50,96,1748
512,6912,50,97,1724
512,7040,50,98,1785
512,7168,50,97,1982
512,7296,50,96,1877
512,7424,50,98,1983
512,7552,50,100,2203
512,7680,50,98,2146
512,7808,50,92,1992
512,7936,50,98,2149
512,8064,50,97,2278
512,8192,50,97,2087
640,128,50,88,22
640,256,50,93,44
640,384,50,93,64
640,512,50,95,78
640,640,50,94,70
640,768,50,94,107
640,896,50,96,166
640,1024,50,96,190
640,1152,50,96,216
640,1280,50,94,238
640,1408,50,96,262
640,1536,50,96,290
640,1664,50,98,306
640,1792,50,97,375
640,1920,50,96,435
640,2048,50,97,495
640,2176,50,95,401
640,2304,50,97,411
640,2432,50,95,510
640,2560,50,98,713
640,2688,50,99,811
640,2816,50,98,645
640,2944,50,96,849
640,3072,50,97,890
640,3200,50,97,900
640,3328,50,99,927
640,3456,50,97,989
640,3584,50,98,1069
640,3712,50,98,1036
640,3840,50,100,1135
640,3968,50,95,1210
640,4096,50,97,1158
640,4224,50,98,1251
640,4352,50,96,1247
640,4480,50,96,1263
640,4608,50,98,1366
640,4736,50,96,1647
640,4864,50,96,1496
640,4992,50,98,1578
640,5120,50,98,1549
640,5248,50,98,1697
640,5376,50,99,1977
640,5504,50,97,1667
640,5632,50,99,1875
640,5760,50,100,2010
640,5888,50,100,1993
640,6016,50,97,2045
640,6144,50,98,2284
640,6272,50,97,2325
640,6400,50,98,2347
640,6528,50,96,2363
640,6656,50,96,2359
640,6784,50,100,2644
640,6912,50,96,2523
640,7040,50,99,2439
640,7168,50,99,2445
640,7296,50,98,2669
640,7424,50,98,2726
640,7552,50,95,2720
640,7680,50,99,2725
640,7808,50,96,2909
640,7936,50,94,2795
640,8064,50,98,3027
640,8192,50,97,3206
768,128,50,84,28
768,256,50,88,54
768,384,50,92,79
768,512,50,90,96
768,640,50,95,115
768,768,50,94,111
768,896,50,93,161
768,1024,50,97,206
768,1152,50,95,235
768,1280,50,96,289
768,1408,50,99,328
768,1536,50,95,349
768,1664,50,96,398
768,1792,50,97,494
768,1920,50,97,485
768,2048,50,98,549
768,2176,50,99,569
768,2304,50,98,594
768,2432,50,97,732
768,2560,50,99,765
768,2688,50,96,865
768,2816,50,98,831
768,2944,50,97,916
768,3072,50,99,1081
768,3200,50,97,1191
768,3328,50,98,1245
768,3456,50,97,1299
768,3584,50,98,1399
768,3712,50,98,1357
768,3840,50,96,1387
768,3968,50,99,1550
768,4096,50,97,1497
768,4224,50,97,1590
768,4352,50,93,1597
768,4480,50,100,1841
768,4608,50,96,1813
768,4736,50,98,2013
768,4864,50,96,2056
768,4992,50,99,2075
768,5120,50,97,2139
768,5248,50,100,2339
768,5376,50,100,2431
768,5504,50,99,2500
768,5632,50,97,2655
768,5760,50,96,2147
768,5888,50,98,2964
768,6016,50,98,2828
768,6144,50,99,2562
768,6272,50,99,2956
768,6400,50,98,3219
768,6528,50,98,3221
768,6656,50,99,3380
768,6784,50,100,3241
768,6912,50,98,3386
768,7040,50,98,3342
768,7168,50,96,3288
768,7296,50,96,3528
